"Item Label","URI","Citation URI","Project","Project URI","Context","Context [2]","Context [3]","Context [4]","Context [5]","Context [6]","Context [7]","Context [8]","Context URI","Latitude (WGS 84)","Longitude (WGS 84)","Item Category","icon","Thumbnail","Published Date","Updated Date","Contributor","Contributor [URI]","Creator","Creator [URI]","Is Referenced By","Is Referenced By [URI]","References","References [URI]","Year","Abbreviation (AKA)","Description"
"Feature FNEc18","http://opencontext.org/subjects/41a5e992-8d53-4881-86bb-eab10be28ef5","https://n2t.net/ark:/28722/k2hq46v0q","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx Northeast","","","https://opencontext.org/subjects/43103a22-ce5d-4d38-8c0a-7724000e2bb8","29.975383029433967","31.13792855839629","Feature","https://opencontext.org/static/oc/icons-v2/noun-trowl-foundation-4804020.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Drawings/d-ne-028.jpg","2017-11-14T20:42:11Z","2023-10-04T05:16:18Z","Mark Lehner","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433","Mark Lehner|Megan Flowers|Rebekah Miracle","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433|http://opencontext.org/persons/2d511d42-1d44-4215-b01a-eeee6a24552a|http://opencontext.org/persons/18a2a63f-a75f-4049-9f1c-97e0b3f4b445","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","1979","Fc18","Cutting in the bedrock floor, one of a set of three cuttings (Fc16-17-18), probably for lever socket."
"ST North Corridor","http://opencontext.org/subjects/95497dfb-dc8d-45e2-8b96-2c68cb65c81b","https://n2t.net/ark:/28722/k2cn7cv6w","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Terrace 1","Sphinx Temple","","","","https://opencontext.org/subjects/1a934b66-8bd6-476e-94c1-fdb51c456aa9","29.97544798568402","31.138315579408395","Area","https://opencontext.org/static/oc/icons-v2/noun-area-ground-1283937.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/022642.jpg","2017-11-14T20:42:39Z","2023-10-04T05:16:08Z","Mark Lehner","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433","Mark Lehner|Megan Flowers|Rebekah Miracle","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433|http://opencontext.org/persons/2d511d42-1d44-4215-b01a-eeee6a24552a|http://opencontext.org/persons/18a2a63f-a75f-4049-9f1c-97e0b3f4b445","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","1979|1980|1981|1982|1983","","Corridor between the north wall of the Sphinx Temple and the bedrock-cut North ledge"
"Feature FNEc5","http://opencontext.org/subjects/fe220ab7-7841-4365-ad27-5136f1bd080a","https://n2t.net/ark:/28722/k2d50ws9g","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx Northeast","","","https://opencontext.org/subjects/43103a22-ce5d-4d38-8c0a-7724000e2bb8","29.975383029433967","31.13792855839629","Feature","https://opencontext.org/static/oc/icons-v2/noun-trowl-foundation-4804020.svg","https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png","2017-11-14T20:41:59Z","2023-10-04T05:16:15Z","Mark Lehner","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433","Mark Lehner|Megan Flowers|Rebekah Miracle","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433|http://opencontext.org/persons/2d511d42-1d44-4215-b01a-eeee6a24552a|http://opencontext.org/persons/18a2a63f-a75f-4049-9f1c-97e0b3f4b445","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","1978","Fc5","Cutting in the bedrock floor, one of a set of three cuttings (Fc4-5-6), probably for lever socket."
"ST South Entrance","http://opencontext.org/subjects/64333d7c-0b71-4700-8631-8f48ce489333","https://n2t.net/ark:/28722/k2zg6x35b","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Terrace 1","Sphinx Temple","","","","https://opencontext.org/subjects/1a934b66-8bd6-476e-94c1-fdb51c456aa9","29.97509996445532","31.138522182401605","Area","https://opencontext.org/static/oc/icons-v2/noun-area-ground-1283937.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/BW-Photos/bw01805.jpg","2017-11-14T20:42:43Z","2023-10-04T05:16:09Z","Mark Lehner","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433","Mark Lehner|Megan Flowers|Rebekah Miracle","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433|http://opencontext.org/persons/2d511d42-1d44-4215-b01a-eeee6a24552a|http://opencontext.org/persons/18a2a63f-a75f-4049-9f1c-97e0b3f4b445","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","1979|1980|1981|1982|1983","","Southern entrance"
"GII.VT Causeway Corridor","http://opencontext.org/subjects/5b2a5b81-79ec-4550-930c-6aea943ee379","https://n2t.net/ark:/28722/k2kh0vv2k","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Terrace 1","Khafre Valley Temple","","","","https://opencontext.org/subjects/d8ad9e55-8240-46ad-a2de-43a0e5070c70","29.974848357419948","31.138187094630954","Area","https://opencontext.org/static/oc/icons-v2/noun-area-ground-1283937.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Drawings/d-kvt-004.jpg","2017-11-14T20:42:18Z","2023-10-04T05:16:21Z","Mark Lehner","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433","Mark Lehner|Megan Flowers|Rebekah Miracle","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433|http://opencontext.org/persons/2d511d42-1d44-4215-b01a-eeee6a24552a|http://opencontext.org/persons/18a2a63f-a75f-4049-9f1c-97e0b3f4b445","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","1979|1980|1981|1982|1983","r","Corridor from northern end of T-shaped pillar hall (l) to GII causeway"
"South of Khafre Valley Temple","http://opencontext.org/subjects/a9ddd859-1c49-49e5-9f12-60394b2f6b33","https://n2t.net/ark:/28722/k2xg9w68j","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","","","","","","https://opencontext.org/subjects/42320550-7bb3-4ca6-6b2f-2768d01b17e1","29.974260012237995","31.138152776292156","Site","https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Drawings/d-kvt-005.jpg","2017-11-14T20:42:46Z","2023-10-04T05:16:26Z","Mark Lehner","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433","Mark Lehner|Megan Flowers|Rebekah Miracle","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433|http://opencontext.org/persons/2d511d42-1d44-4215-b01a-eeee6a24552a|http://opencontext.org/persons/18a2a63f-a75f-4049-9f1c-97e0b3f4b445","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","1979|1980|1981|1982|1983","GII.VT-S","Area south of the Khafre Valley Temple"
"West of Khafre Valley Temple","http://opencontext.org/subjects/f0759a75-cb8b-4e11-beef-b43d5ca15fa7","https://n2t.net/ark:/28722/k2h420h3k","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","","","","","","https://opencontext.org/subjects/42320550-7bb3-4ca6-6b2f-2768d01b17e1","29.974681229798435","31.137870437594984","Site","https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Drawings-B/d-gen-039.jpg","2017-11-14T20:42:59Z","2023-10-04T05:16:33Z","Mark Lehner","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433","Mark Lehner|Megan Flowers|Rebekah Miracle","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433|http://opencontext.org/persons/2d511d42-1d44-4215-b01a-eeee6a24552a|http://opencontext.org/persons/18a2a63f-a75f-4049-9f1c-97e0b3f4b445","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","1979|1980|1981|1982|1983","GII.VT-W","Area west of the Khafre Valley Temple"
"Removal 12","http://opencontext.org/subjects/ad43e89b-285a-4c8b-a773-697feb942cd1","https://n2t.net/ark:/28722/k29w0qv3q","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx Northeast","","","https://opencontext.org/subjects/43103a22-ce5d-4d38-8c0a-7724000e2bb8","29.975383029433967","31.13792855839629","Trench","https://opencontext.org/static/oc/icons-v2/oc-trench-icon.svg","https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png","2017-10-26T00:39:06Z","2023-10-04T05:16:25Z","Mark Lehner","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433","Mark Lehner|Megan Flowers|Rebekah Miracle","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433|http://opencontext.org/persons/2d511d42-1d44-4215-b01a-eeee6a24552a|http://opencontext.org/persons/18a2a63f-a75f-4049-9f1c-97e0b3f4b445","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","1978","R12","R12 was the removal of the lowest part of the slope of deposits down from the North Ledge and southwest face of the Amenhotep II Temple, immediately NE of R4 and R7."
"Feature FNa2","http://opencontext.org/subjects/e42b79b4-1da1-43d7-bf10-774b14559db2","https://n2t.net/ark:/28722/k2jw8nh62","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx North","","","https://opencontext.org/subjects/d3bd4bc7-ff1d-4713-821d-aa02cbb290ff","29.975374215658384","31.137593769978867","Feature","https://opencontext.org/static/oc/icons-v2/noun-trowl-foundation-4804020.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Drawings/101-drawing-d-n-002.jpg","2017-11-14T20:41:52Z","2023-10-04T05:16:20Z","Mark Lehner","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433","Mark Lehner|Megan Flowers|Rebekah Miracle","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433|http://opencontext.org/persons/2d511d42-1d44-4215-b01a-eeee6a24552a|http://opencontext.org/persons/18a2a63f-a75f-4049-9f1c-97e0b3f4b445","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","1982","Na2","Break through masonry"
"Feature FNEc8","http://opencontext.org/subjects/bc4a5085-7575-4bfd-9fe6-0dd0a1fedc64","https://n2t.net/ark:/28722/k23n2f93q","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx Northeast","","","https://opencontext.org/subjects/43103a22-ce5d-4d38-8c0a-7724000e2bb8","29.975383029433967","31.13792855839629","Feature","https://opencontext.org/static/oc/icons-v2/noun-trowl-foundation-4804020.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Drawings/d-ne-024.jpg","2017-11-14T20:42:01Z","2023-10-04T05:16:16Z","Mark Lehner","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433","Mark Lehner|Megan Flowers|Rebekah Miracle","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433|http://opencontext.org/persons/2d511d42-1d44-4215-b01a-eeee6a24552a|http://opencontext.org/persons/18a2a63f-a75f-4049-9f1c-97e0b3f4b445","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","1979","Fc8","Cutting in the bedrock floor. For lever socket?"
"ST North Entrance","http://opencontext.org/subjects/74e6ed51-4089-4ef3-9654-dbe51eb5acff","https://n2t.net/ark:/28722/k2474nn1n","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Terrace 1","Sphinx Temple","","","","https://opencontext.org/subjects/1a934b66-8bd6-476e-94c1-fdb51c456aa9","29.975303868356594","31.138518014443264","Area","https://opencontext.org/static/oc/icons-v2/noun-area-ground-1283937.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/BW-Photos/bw01806.jpg","2017-11-14T20:42:41Z","2023-10-04T05:16:08Z","Mark Lehner","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433","Mark Lehner|Megan Flowers|Rebekah Miracle","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433|http://opencontext.org/persons/2d511d42-1d44-4215-b01a-eeee6a24552a|http://opencontext.org/persons/18a2a63f-a75f-4049-9f1c-97e0b3f4b445","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","1979|1980|1981|1982|1983","","Northern entrance"
"Feature FEc7","http://opencontext.org/subjects/ec80825b-90ea-4d4c-acb8-31ae25ce46b9","https://n2t.net/ark:/28722/k2v98dn1g","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx East","East Chapel","","https://opencontext.org/subjects/c47c26c5-c9c7-402d-be8d-588bb0f3ac53","29.975266248301207","31.13786131886295","Feature","https://opencontext.org/static/oc/icons-v2/noun-trowl-foundation-4804020.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/BW-Photos/bw01733.jpg","2017-10-27T00:39:27Z","2023-10-04T05:16:13Z","Mark Lehner","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433","Mark Lehner|Megan Flowers|Rebekah Miracle","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433|http://opencontext.org/persons/2d511d42-1d44-4215-b01a-eeee6a24552a|http://opencontext.org/persons/18a2a63f-a75f-4049-9f1c-97e0b3f4b445","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","1979","Ec7","Cutting in the bedrock floor. For lever socket?"
"Feature FNEd8","http://opencontext.org/subjects/5bb95166-b4f7-4843-9049-a28475c295d8","https://n2t.net/ark:/28722/k2000dw3p","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx Northeast","","","https://opencontext.org/subjects/43103a22-ce5d-4d38-8c0a-7724000e2bb8","29.975383029433967","31.13792855839629","Feature","https://opencontext.org/static/oc/icons-v2/noun-trowl-foundation-4804020.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Drawings/d-ne-012.jpg","2017-11-14T20:42:02Z","2023-10-04T05:16:16Z","Mark Lehner","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433","Mark Lehner|Megan Flowers|Rebekah Miracle","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433|http://opencontext.org/persons/2d511d42-1d44-4215-b01a-eeee6a24552a|http://opencontext.org/persons/18a2a63f-a75f-4049-9f1c-97e0b3f4b445","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","1979","Fd8","Depression in the bedrock floor. Artificial."
"Feature FNEh12","http://opencontext.org/subjects/54944b4f-fc2b-4b22-8173-a16c0d626529","https://n2t.net/ark:/28722/k2z03d49j","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx Northeast","","","https://opencontext.org/subjects/43103a22-ce5d-4d38-8c0a-7724000e2bb8","29.975383029433967","31.13792855839629","Feature","https://opencontext.org/static/oc/icons-v2/noun-trowl-foundation-4804020.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Drawings/d-ne-022.jpg","2017-11-14T20:42:06Z","2023-10-04T05:16:17Z","Mark Lehner","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433","Mark Lehner|Megan Flowers|Rebekah Miracle","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433|http://opencontext.org/persons/2d511d42-1d44-4215-b01a-eeee6a24552a|http://opencontext.org/persons/18a2a63f-a75f-4049-9f1c-97e0b3f4b445","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","1979","Fh12","Hole in the bedrock floor."
"Feature FNEh11","http://opencontext.org/subjects/b8f69d1c-8193-4a63-9287-e56678cebfcc","https://n2t.net/ark:/28722/k26d6467m","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx Northeast","","","https://opencontext.org/subjects/43103a22-ce5d-4d38-8c0a-7724000e2bb8","29.975383029433967","31.13792855839629","Feature","https://opencontext.org/static/oc/icons-v2/noun-trowl-foundation-4804020.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Drawings/d-ne-031.jpg","2017-11-14T20:42:05Z","2023-10-04T05:16:17Z","Mark Lehner","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433","Mark Lehner|Megan Flowers|Rebekah Miracle","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433|http://opencontext.org/persons/2d511d42-1d44-4215-b01a-eeee6a24552a|http://opencontext.org/persons/18a2a63f-a75f-4049-9f1c-97e0b3f4b445","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","1979","Fh11","Hole in the bedrock floor."
"Squares N6-N7, E26-E27","http://opencontext.org/subjects/fa3d5f07-55a4-4efa-8ce8-e272ecd713f0","https://n2t.net/ark:/28722/k2zc86q5f","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Mound","","","","","https://opencontext.org/subjects/171f1e09-0df2-40b7-95a7-2dbdaa38803f","29.975760785365782","31.14079933349342","Area","https://opencontext.org/static/oc/icons-v2/noun-area-ground-1283937.svg","","2017-11-14T20:42:57Z","2023-10-04T05:16:29Z","Mark Lehner","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433","Mark Lehner|Megan Flowers|Rebekah Miracle","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433|http://opencontext.org/persons/2d511d42-1d44-4215-b01a-eeee6a24552a|http://opencontext.org/persons/18a2a63f-a75f-4049-9f1c-97e0b3f4b445","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","1977|1978","N6-N7/E26-E27","Excavation square at far eastern end of Mound, about 210 m due east of the front of Sphinx Temple"
"Squares N6-N7, E27","http://opencontext.org/subjects/6d485cd6-5a67-4705-bcd1-ab0f8c4df8c4","https://n2t.net/ark:/28722/k2tm7gx0t","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Mound","","","","","https://opencontext.org/subjects/171f1e09-0df2-40b7-95a7-2dbdaa38803f","29.97576593246573","31.140880620022273","Area","https://opencontext.org/static/oc/icons-v2/noun-area-ground-1283937.svg","","2017-11-14T20:42:57Z","2023-10-04T05:16:29Z","Mark Lehner","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433","Mark Lehner|Megan Flowers|Rebekah Miracle","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433|http://opencontext.org/persons/2d511d42-1d44-4215-b01a-eeee6a24552a|http://opencontext.org/persons/18a2a63f-a75f-4049-9f1c-97e0b3f4b445","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","1977|1978","N6-N7/E27","Excavation square at far eastern end of Mound, about 220 m due east of the front of Sphinx Temple"
"Square N3, E8","http://opencontext.org/subjects/0f9e873f-f494-4465-b1ea-2db4f56d22bc","https://n2t.net/ark:/28722/k2m333596","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","East of Sphinx Temple","","","","","https://opencontext.org/subjects/bab8ca31-476f-461e-843d-fb217d753988","29.975446543208687","31.13880550250822","Area","https://opencontext.org/static/oc/icons-v2/noun-area-ground-1283937.svg","","2017-11-14T20:42:55Z","2023-10-04T05:16:29Z","Mark Lehner","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433","Mark Lehner|Megan Flowers|Rebekah Miracle","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433|http://opencontext.org/persons/2d511d42-1d44-4215-b01a-eeee6a24552a|http://opencontext.org/persons/18a2a63f-a75f-4049-9f1c-97e0b3f4b445","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","1980","N3/E8","Excavation square 20 to 25 m due east of the front of the Sphinx Temple, against the North Ledge"
"Square N6, E15","http://opencontext.org/subjects/c8b57cc2-bd48-47e2-9004-ebd3f897c29e","https://n2t.net/ark:/28722/k23206z46","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Mound","","","","","https://opencontext.org/subjects/171f1e09-0df2-40b7-95a7-2dbdaa38803f","29.97571281372179","31.139572668477022","Area","https://opencontext.org/static/oc/icons-v2/noun-area-ground-1283937.svg","","2017-11-14T20:42:57Z","2023-10-04T05:16:29Z","Mark Lehner","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433","Mark Lehner|Megan Flowers|Rebekah Miracle","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433|http://opencontext.org/persons/2d511d42-1d44-4215-b01a-eeee6a24552a|http://opencontext.org/persons/18a2a63f-a75f-4049-9f1c-97e0b3f4b445","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","1977|1978","N6/E15","Excavation square in Mound center, about 90-100 m due east of the front of the Sphinx Temple"
"Square N5, E23","http://opencontext.org/subjects/87ad49ed-27d1-4985-a9d5-fe0a4a56506b","https://n2t.net/ark:/28722/k2bk1nk3w","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Mound","","","","","https://opencontext.org/subjects/171f1e09-0df2-40b7-95a7-2dbdaa38803f","29.97561872335946","31.1404161939399","Area","https://opencontext.org/static/oc/icons-v2/noun-area-ground-1283937.svg","","2017-11-14T20:42:55Z","2023-10-04T05:16:29Z","Mark Lehner","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433","Mark Lehner|Megan Flowers|Rebekah Miracle","http://opencontext.org/persons/89a27d8d-c2b5-46c3-8088-5c0842106433|http://opencontext.org/persons/2d511d42-1d44-4215-b01a-eeee6a24552a|http://opencontext.org/persons/18a2a63f-a75f-4049-9f1c-97e0b3f4b445","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","The Archaeology of an Image: The Great Sphinx of Giza. By Mark Lehner (1991), archived in Zenodo","https://doi.org/10.5281/zenodo.1203620","1977|1978","N5/E23","Excavation square at eastern end of Mound, about 170 m east-northeast of the Sphinx Temple"
